age;race;earnwke;employed;unemployed;married;union;ne_states;so_states;ce_states;we_states;government;private;self;educ_lths;educ_hs;educ_somecol;educ_aa;educ_bac;educ_adv;female
44;1;673;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1
60;1;1096.15;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0
49;1;730.76;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1
36;1;1442.3;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0
47;1;961;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1
49;3;633;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
37;1;961.53;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
34;1;1505;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
20;1;600;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0
41;1;687.5;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
41;1;1346.15;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
36;1;1250;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1
34;1;1000;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
30;1;1100;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1
47;1;1905;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
39;1;1000;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1
51;3;850;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
19;3;150;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
42;1;817;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
38;1;;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
49;1;2884.61;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
47;2;350;1;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0
52;3;600;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0
19;3;105;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1
49;1;826.92;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
40;1;769.23;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
31;1;;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
47;1;;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
46;1;1115;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
45;1;270;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
63;1;;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0
58;1;509.53;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1
20;1;250;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
38;1;615.38;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0
45;1;538.46;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
47;1;442;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
45;1;440;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
23;1;1400;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
23;1;380;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
49;1;800;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
47;1;1500;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1
22;2;50;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
21;2;195;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
41;1;;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
28;1;1019.23;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
26;1;903.84;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
38;1;620;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
61;1;942.3;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1
61;1;;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
21;1;270;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1
45;1;360;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
49;1;1250;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1
36;1;2211.53;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
59;1;850;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
20;1;266;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
29;1;1250;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
47;1;961.53;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1
44;1;1153.84;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
36;1;50;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
40;1;300;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
22;1;;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
47;1;1730.76;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
48;1;846.15;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1
40;1;865.38;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1
24;1;256.5;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1
39;1;880;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
32;1;304;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
55;1;;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
63;1;1057;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0
29;1;461.53;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
55;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1
35;1;1846.15;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
40;1;;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
47;1;125;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
37;1;379.6;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
53;1;600;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
39;1;784.61;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0
58;1;2019.23;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0
48;1;1826.92;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1
30;1;;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0
31;1;500;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
40;1;684.4;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
38;1;;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
20;2;176.75;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
43;2;250;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
43;2;250;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
45;1;1634.61;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
34;1;1730.76;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
58;1;961.53;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1
23;1;846.15;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
27;1;903.84;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
25;1;673.07;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
47;1;1750;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
48;1;680;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1
33;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
33;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1
46;2;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
46;2;530;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
41;1;846.5;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1
24;1;300;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0
23;1;300;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1
60;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
40;1;1634.61;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
39;1;600;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
46;1;666;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1
52;1;;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
51;1;846;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
59;1;2115.38;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
57;1;1471.15;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1
27;1;720;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
49;1;906.78;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
38;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
37;1;1538.46;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
34;1;134.61;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1
34;1;1442.3;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
38;1;1180.8;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
35;1;1846.15;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
34;1;1755.1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
23;1;352;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
20;1;182;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
42;1;1653;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
35;1;961;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1
42;1;2280;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0
38;1;1200;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
37;1;961.53;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
44;1;1923;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
38;1;1538;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1
59;1;2884.61;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
59;1;150;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
57;2;500;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
33;1;563.2;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
46;1;522;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
51;1;920;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
59;1;2000;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
21;1;360;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
18;1;380;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1
25;1;;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
42;2;700;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
43;1;673;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1
60;1;640;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
63;3;1225;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0
41;1;1634.61;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
38;1;1250;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1
42;1;200;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
54;1;900;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0
59;1;;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0
55;1;51;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
33;3;700;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
33;1;350;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
36;1;624.4;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
29;1;649.6;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1
46;1;;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
38;1;1865.38;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
32;1;426;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
54;2;769.23;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
50;1;865;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
45;1;300;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
49;1;1923.07;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
36;1;30;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
59;1;894;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
31;1;1153;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
34;1;538;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1
36;1;1026;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1
24;3;320;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
47;3;480;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1
46;1;2884.61;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
35;1;1519.23;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
60;1;600;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
61;1;692;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1
36;1;700;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0
47;1;1015;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
26;1;153.84;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
26;1;576.92;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
55;1;790.8;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0
47;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
39;1;720;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
60;1;747.6;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
60;1;560;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
47;1;480;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
46;1;;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1
36;1;2307;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
37;3;1300;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
35;1;646.4;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
35;1;300;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
62;1;;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0
60;1;1346;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1
43;3;1220;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
21;2;117;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
42;3;604.6;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1
45;1;1115.38;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
60;1;540;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1
58;1;400;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1
42;1;1236;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
36;1;444.4;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
28;1;161.6;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
19;1;96;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
24;1;1000;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
52;1;1000;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
41;3;400;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
43;3;865;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
60;3;624;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
57;1;;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
61;1;300;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
29;3;1200;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
33;1;573.07;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
62;1;1711;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
36;1;1000;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
48;1;800;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
55;1;1300;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
55;1;846.15;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1
53;1;1040;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
53;1;500;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
61;1;384.61;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
47;1;900;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
27;1;500;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
25;1;560;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
26;1;330;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0
23;1;1057;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0
40;1;325;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
42;1;1826.92;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
20;1;537.25;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
28;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
41;1;1400;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
43;1;970;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
32;1;2884.61;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
52;1;85;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
45;1;1334.4;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
35;1;960.64;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
37;2;346.15;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1
29;1;711;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
26;1;509;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1
60;1;555;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
38;1;1096;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0
28;1;;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
61;1;1826;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
62;1;;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
62;1;2173;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
21;1;380;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
32;1;619;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1
51;1;865.38;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
54;1;1000;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
52;2;924.8;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
33;1;807.69;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0
28;1;730.76;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
50;1;320.64;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
62;1;1307.69;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
59;1;769.23;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1
41;2;1345.38;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1
42;1;2884.61;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
39;1;1442.3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1
38;1;830;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
38;1;1884;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1
59;1;560;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1
48;1;625;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
25;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1
56;1;2884.61;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
36;1;673.07;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
50;1;980;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
41;1;961;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
31;1;1000;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
58;1;1288.46;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
53;1;1076.92;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1
61;1;504;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
22;1;320;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
29;1;760;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
57;1;961;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
54;1;128.3;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1
38;1;720;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0
28;1;400;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1
57;3;1610.8;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
46;1;788.46;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0
56;1;1054;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0
57;1;1000;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1
55;3;865.38;1;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0
48;1;99;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
59;1;1153;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
46;2;;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
46;3;800;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1
35;1;600;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
55;3;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
51;3;;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1
55;1;;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
60;1;1440;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1
47;1;;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
47;1;;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
41;1;46.15;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
63;1;625;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
61;1;581.75;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1
40;1;1153.84;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
46;1;640;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
37;1;2007.69;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
59;2;1115.38;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
38;3;1730.76;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
37;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
62;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
59;1;1432;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
51;1;1165.2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0
59;1;581.75;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
35;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
31;1;807.69;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
35;3;;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
46;1;1057.69;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
43;3;804;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1
43;1;;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
55;1;1057.69;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
57;3;1538.46;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
56;3;865.38;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
26;3;1153.84;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
25;1;826;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
58;1;1307;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
54;2;1538;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
35;2;961.53;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0
62;3;1500;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
51;1;;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1
26;1;1153;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
26;1;1147.2;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0
41;1;2884.61;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
40;3;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1
49;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1
55;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
54;1;673.07;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
59;1;720;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
54;1;;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
47;3;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
